longitude,latitude
-122.29,37.88
-122.29,37.88
-122.29,37.88
-122.29,37.88
-122.3,37.88
-122.3,37.88
-122.3,37.87
-122.3,37.86
-122.29,37.85
-122.3,37.88
-122.3,37.87
-122.28,37.88
-122.28,37.87
-122.28,37.87
-122.29,37.87
-122.29,37.87
-122.28,37.88
-122.28,37.87
-122.28,37.87
-122.27,37.88
-122.27,37.87
-122.27,37.88
-122.26,37.88
-122.26,37.88
-122.26,37.88
-122.25,37.87
-122.25,37.87
-122.25,37.87
-122.25,37.87
-122.26,37.87
-122.26,37.87
-122.27,37.87
-122.27,37.87
-122.27,37.87
-122.28,37.86
-122.28,37.87
-122.28,37.87
-122.29,37.87
-122.29,37.87
-122.29,37.86
-122.28,37.86
-122.29,37.87
-122.29,37.86
-122.28,37.86
-122.28,37.86
-122.28,37.85
-122.27,37.86
-122.28,37.86
-122.28,37.86
-122.28,37.86
-122.27,37.86
-122.27,37.86
-122.27,37.86
-122.27,37.86
-122.26,37.86
-122.26,37.86
-122.26,37.86
-122.26,37.86
-122.25,37.86
-122.25,37.86
-122.25,37.86
-122.25,37.86
-122.24,37.86
-122.24,37.85
-122.25,37.86
-122.26,37.85
-122.27,37.85
-122.27,37.85
-122.27,37.85
-122.27,37.85
-122.27,37.85
-122.27,37.85
-122.28,37.85
-122.28,37.85
-122.28,37.85
-122.29,37.84
-122.28,37.83
-122.3,37.84
-122.23,37.83
-122.22,37.82
-122.22,37.82
-122.23,37.82
-122.23,37.82
-122.23,37.82
-122.24,37.83
-122.24,37.83
-122.23,37.82
-122.24,37.82
-122.25,37.82
-122.23,37.76
-122.23,37.76
-122.23,37.76
-122.24,37.77
-122.23,37.77
-122.24,37.77
-122.25,37.77
-122.25,37.77
-122.25,37.77
-122.25,37.77
-122.26,37.78
-122.26,37.78
-122.27,37.78
-122.27,37.78
-122.27,37.78
-122.27,37.78
-122.28,37.79
-122.3,37.77
-122.28,37.78
-122.29,37.78
-122.28,37.77
-122.28,37.77
-122.29,37.76
-122.28,37.78
-122.26,37.77
-122.27,37.77
-122.27,37.77
-122.27,37.77
-122.27,37.77
-122.25,37.77
-122.26,37.77
-122.26,37.77
-122.26,37.77
-122.26,37.77
-122.26,37.77
-122.24,37.77
-122.25,37.77
-122.23,37.76
-122.23,37.76
-122.24,37.76
-122.24,37.76
-122.23,37.76
-122.23,37.75
-122.24,37.75
-122.24,37.75
-122.24,37.76
-122.24,37.76
-122.24,37.76
-122.24,37.73
-122.25,37.74
-122.24,37.72
-122.27,37.73
-122.25,37.76
-122.27,37.74
-122.27,37.77
-122.28,37.75
-122.06,37.77
-122.06,37.73
-122.06,37.71
-122.07,37.71
-122.07,37.71
-122.07,37.72
-122.08,37.72
-122.08,37.72
-122.08,37.71
-122.09,37.71
-122.1,37.72
-122.11,37.71
-122.1,37.7
-122.1,37.69
-122.09,37.71
-122.09,37.7
-122.1,37.71
-122.09,37.7
-122.08,37.71
-122.08,37.71
-122.08,37.7
-122.07,37.7
-122.06,37.7
-122.06,37.7
-122.07,37.7
-122.08,37.7
-122.09,37.7
-122.07,37.69
-122.08,37.69
-122.07,37.69
-122.08,37.69
-122.08,37.69
-122.08,37.68
-122.08,37.68
-122.09,37.69
-122.15,37.74
-122.14,37.74
-122.14,37.73
-122.15,37.74
-122.16,37.73
-122.15,37.74
-122.15,37.73
-122.15,37.73
-122.17,37.73
-122.16,37.73
-122.17,37.73
-122.16,37.73
-122.18,37.72
-122.18,37.71
-122.17,37.71
-122.18,37.7
-122.18,37.7
-122.19,37.71
-122.17,37.72
-122.17,37.72
-122.17,37.72
-122.16,37.72
-122.17,37.72
-122.16,37.71
-122.16,37.71
-122.16,37.72
-122.15,37.73
-122.15,37.72
-122.15,37.72
-122.15,37.72
-122.14,37.73
-122.14,37.73
-122.14,37.73
-122.13,37.73
-122.13,37.72
-122.13,37.72
-122.12,37.71
-122.13,37.72
-122.14,37.72
-122.14,37.72
-122.13,37.72
-122.13,37.71
-122.13,37.71
-122.15,37.71
-122.14,37.71
-122.14,37.71
-122.13,37.7
-122.13,37.7
-122.15,37.71
-122.15,37.7
-122.14,37.7
-122.13,37.7
-122.13,37.69
-122.14,37.7
-122.16,37.7
-122.14,37.69
-122.15,37.69
-122.15,37.69
-122.15,37.7
-122.16,37.69
-122.16,37.7
-122.16,37.7
-122.17,37.7
-122.16,37.68
-122.17,37.69
-122.18,37.68
-122.16,37.69
-122.15,37.69
-122.15,37.68
-122.15,37.68
-122.15,37.69
-122.14,37.69
-122.14,37.68
-122.14,37.68
-122.1,37.69
-122.12,37.69
-122.13,37.69
-122.12,37.71
-122.12,37.7
-122.12,37.7
-122.12,37.69
-122.12,37.7
-122.11,37.7
-122.11,37.7
-122.11,37.7
-122.1,37.69
-122.11,37.69
-122.11,37.69
-122.12,37.69
-122.03,37.69
-121.97,37.64
-122.02,37.63
-122.04,37.63
-122.05,37.63
-122.04,37.66
-122.04,37.65
-122.05,37.68
-122.07,37.68
-122.06,37.68
-122.08,37.68
-122.08,37.68
-122.08,37.67
-122.09,37.67
-122.09,37.68
-122.09,37.69
-122.09,37.68
-122.09,37.68
-122.09,37.68
-122.1,37.68
-122.1,37.68
-122.11,37.68
-122.1,37.68
-122.1,37.67
-122.1,37.68
-122.12,37.68
-122.12,37.68
-122.12,37.68
-122.11,37.67
-122.12,37.68
-122.13,37.68
-122.13,37.68
-122.13,37.68
-122.14,37.68
-122.14,37.67
-122.15,37.67
-122.14,37.67
-122.13,37.67
-122.14,37.67
-122.14,37.67
-122.13,37.67
-122.12,37.67
-122.13,37.67
-122.11,37.67
-122.11,37.67
-122.09,37.67
-122.09,37.67
-122.09,37.66
-122.09,37.66
-122.05,37.68
-122.06,37.67
-122.07,37.67
-122.07,37.67
-122.07,37.67
-122.04,37.67
-122.04,37.67
-122.04,37.66
-122.07,37.66
-122.07,37.66
-122.08,37.66
-122.07,37.65
-122.08,37.65
-122.08,37.65
-122.08,37.66
-122.1,37.66
-122.1,37.66
-122.1,37.66
-122.09,37.65
-122.09,37.65
-122.09,37.65
-122.1,37.66
-122.11,37.66
-122.1,37.66
-122.11,37.66
-122.11,37.66
-122.1,37.65
-122.1,37.64
-122.1,37.65
-122.1,37.65
-122.12,37.65
-122.1,37.63
-122.1,37.61
-122.13,37.66
-122.11,37.65
-122.11,37.64
-122.11,37.64
-122.12,37.64
-122.09,37.63
-122.09,37.64
-122.1,37.63
-122.08,37.64
-122.08,37.64
-122.09,37.64
-122.09,37.64
-122.08,37.64
-122.08,37.64
-122.08,37.63
-122.08,37.63
-122.08,37.64
-122.07,37.64
-122.07,37.63
-122.07,37.64
-122.06,37.64
-122.06,37.64
-122.06,37.65
-122.06,37.64
-122.04,37.63
-122.03,37.62
-122.03,37.62
-122.04,37.62
-122.04,37.62
-122.04,37.62
-122.03,37.62
-122.03,37.61
-122.03,37.61
-122.04,37.61
-122.04,37.62
-122.08,37.63
-122.08,37.62
-122.07,37.63
-122.07,37.63
-122.06,37.63
-122.06,37.63
-122.05,37.61
-122.08,37.63
-122.08,37.63
-122.09,37.63
-122.09,37.63
-122.08,37.62
-122.08,37.61
-121.99,37.61
-122.02,37.6
-122.02,37.6
-122.02,37.6
-122.02,37.6
-122.03,37.61
-122.04,37.6
-122.06,37.6
-122.08,37.61
-122.06,37.6
-122.06,37.6
-122.08,37.59
-122.07,37.59
-122.08,37.58
-122.07,37.58
-122.07,37.58
-122.08,37.58
-122.07,37.59
-122.07,37.58
-122.04,37.59
-122.05,37.59
-122.03,37.6
-122.02,37.59
-122.03,37.59
-122.01,37.59
-122.02,37.58
-122.01,37.58
-122.09,37.6
-122.08,37.6
-121.97,37.57
-121.96,37.58
-121.98,37.58
-121.99,37.58
-122,37.58
-122.01,37.57
-122.04,37.58
-122.04,37.57
-122.07,37.57
-122.06,37.58
-122.05,37.57
-121.93,37.49
-122.07,37.52
-122.02,37.56
-122.02,37.56
-122.03,37.56
-122.03,37.56
-122.01,37.56
-122.01,37.55
-122.02,37.55
-122.01,37.56
-121.99,37.56
-121.99,37.56
-121.96,37.55
-121.97,37.56
-121.97,37.54
-121.97,37.55
-121.98,37.54
-121.99,37.55
-121.94,37.56
-121.95,37.55
-121.93,37.54
-121.94,37.54
-121.94,37.53
-121.95,37.54
-121.94,37.54
-121.96,37.54
-121.96,37.53
-121.96,37.53
-121.96,37.53
-121.97,37.54
-121.97,37.53
-121.97,37.53
-121.98,37.53
-121.98,37.53
-121.99,37.54
-121.99,37.54
-121.99,37.54
-121.99,37.55
-122,37.54
-122.01,37.55
-122,37.55
-122.01,37.54
-122,37.54
-122.01,37.53
-121.99,37.53
-121.97,37.52
-121.97,37.51
-121.97,37.52
-121.95,37.52
-121.96,37.51
-121.96,37.52
-121.93,37.53
-121.92,37.53
-121.89,37.49
-121.92,37.49
-121.92,37.48
-121.92,37.47
-121.91,37.47
-122.03,37.55
-122.03,37.55
-122.04,37.55
-122.04,37.54
-122.05,37.54
-122.05,37.55
-122.04,37.53
-122.04,37.5
-122.06,37.54
-122.03,37.54
-122.03,37.54
-122.04,37.53
-122.02,37.54
-122.03,37.54
-122.03,37.53
-122.01,37.53
-122.02,37.53
-122,37.51
-121.92,37.72
-121.92,37.72
-121.91,37.71
-121.93,37.72
-121.93,37.72
-121.93,37.71
-121.94,37.71
-121.96,37.71
-121.92,37.64
-121.93,37.66
-121.92,37.69
-121.9,37.66
-121.92,37.68
-121.93,37.7
-121.91,37.69
-121.91,37.68
-121.91,37.68
-121.91,37.69
-121.89,37.68
-121.88,37.68
-121.89,37.68
-121.88,37.67
-121.88,37.67
-121.89,37.67
-121.89,37.67
-121.9,37.67
-121.9,37.67
-121.88,37.66
-121.87,37.66
-121.87,37.66
-121.89,37.66
-121.88,37.64
-121.87,37.57
-121.87,37.67
-121.87,37.67
-121.85,37.68
-121.85,37.66
-121.86,37.66
-121.87,37.66
-121.84,37.66
-121.85,37.72
-121.82,37.73
-121.86,37.7
-121.89,37.69
-121.77,37.65
-121.62,37.61
-121.61,37.77
-121.72,37.7
-121.73,37.71
-121.75,37.71
-121.77,37.74
-121.8,37.7
-121.8,37.69
-121.82,37.69
-121.76,37.69
-121.77,37.68
-121.78,37.69
-121.78,37.69
-121.79,37.69
-121.76,37.7
-121.75,37.69
-121.75,37.68
-121.76,37.68
-121.76,37.68
-121.73,37.68
-121.78,37.68
-121.77,37.68
-121.76,37.68
-121.77,37.68
-121.77,37.67
-121.76,37.67
-121.78,37.67
-121.79,37.67
-121.78,37.67
-121.78,37.66
-121.79,37.66
-119.78,38.69
-119.93,38.72
-120,38.52
-120.56,38.48
-120.59,38.45
-120.55,38.46
-120.55,38.45
-120.55,38.43
-120.25,38.55
-120.79,38.54
-120.8,38.51
-120.65,38.5
-120.76,38.47
-120.88,38.45
-120.79,38.43
-120.69,38.44
-120.93,38.5
-120.97,38.42
-120.87,38.37
-120.98,38.34
-120.88,38.32
-120.93,38.26
-120.72,38.42
-120.77,38.38
-120.72,38.38
-120.66,38.4
-120.65,38.42
-120.62,38.39
-120.69,38.36
-120.71,38.34
-120.8,38.31
-121.83,39.76
-121.82,39.76
-121.86,39.78
-121.85,39.77
-121.84,39.76
-121.86,39.76
-121.89,39.76
-121.88,39.74
-121.87,39.75
-121.86,39.75
-121.87,39.74
-121.85,39.75
-121.85,39.74
-121.85,39.74
-121.85,39.73
-121.85,39.73
-121.86,39.74
-121.84,39.75
-121.84,39.74
-121.83,39.74
-121.8,39.75
-121.82,39.75
-121.82,39.75
-121.8,39.75
-121.79,39.73
-121.78,39.71
-121.82,39.73
-121.84,39.73
-121.84,39.73
-121.84,39.73
-121.84,39.72
-121.84,39.73
-121.83,39.73
-121.85,39.72
-121.83,39.72
-121.81,39.7
-121.82,39.73
-121.82,39.72
-121.81,39.71
-121.87,39.82
-121.89,39.71
-121.97,39.79
-121.84,39.68
-121.8,39.64
-121.77,39.66
-121.74,39.59
-121.9,39.59
-121.75,39.88
-121.68,39.82
-121.54,40.06
-121.51,39.97
-121.59,39.86
-121.58,39.83
-121.6,39.8
-121.62,39.79
-121.59,39.82
-121.6,39.83
-121.63,39.82
-121.6,39.79
-121.59,39.79
-121.59,39.78
-121.59,39.78
-121.6,39.77
-121.61,39.77
-121.63,39.78
-121.57,39.8
-121.57,39.78
-121.59,39.77
-121.58,39.79
-121.57,39.76
-121.58,39.76
-121.58,39.76
-121.59,39.75
-121.6,39.77
-121.6,39.76
-121.61,39.76
-121.62,39.77
-121.65,39.76
-121.63,39.76
-121.62,39.76
-121.62,39.75
-121.63,39.75
-121.64,39.74
-121.71,39.71
-121.66,39.66
-121.56,39.69
-121.57,39.74
-121.59,39.74
-121.6,39.75
-121.6,39.68
-121.5,39.83
-121.41,39.72
-121.39,39.61
-121.24,39.65
-121.19,39.55
-121.36,39.52
-121.56,39.52
-121.56,39.52
-121.56,39.53
-121.54,39.6
-121.46,39.54
-121.49,39.52
-121.44,39.5
-121.47,39.49
-121.47,39.51
-121.53,39.53
-121.53,39.52
-121.53,39.52
-121.54,39.51
-121.52,39.51
-121.55,39.51
-121.55,39.51
-121.55,39.51
-121.56,39.51
-121.56,39.51
-121.57,39.5
-121.58,39.52
-121.58,39.51
-121.58,39.5
-121.62,39.5
-121.61,39.52
-121.65,39.53
-121.57,39.48
-121.55,39.5
-121.54,39.5
-121.53,39.49
-121.54,39.48
-121.54,39.47
-121.55,39.48
-121.49,39.49
-121.52,39.5
-121.52,39.49
-121.52,39.48
-121.55,39.45
-121.53,39.44
-121.55,39.44
-121.52,39.43
-121.46,39.4
-121.39,39.39
-121.54,39.33
-121.59,39.39
-121.67,39.37
-121.65,39.35
-121.67,39.34
-121.65,39.32
-121.69,39.36
-121.7,39.37
-121.7,39.36
-121.7,39.36
-121.69,39.36
-121.74,39.38
-121.8,39.33
-121.71,39.42
-121.71,39.41
-121.75,39.4
-121.79,39.48
-120.46,38.15
-120.55,38.12
-120.56,38.09
-120.55,38.07
-120.54,38.07
-120.67,37.97
-120.46,38.09
-120.79,38.24
-120.9,38.2
-120.88,38.16
-120.91,38.11
-120.76,38.12
-120.65,38.28
-120.72,38.24
-120.67,38.19
-120.57,38.2
-120.43,38.25
-120.56,38.39
-120.54,38.41
-120.42,38.42
-120.41,38.33
-120.55,38.31
-120.57,38.35
-120.36,38.21
-120.34,38.23
-120.33,38.26
-120.34,38.25
-120.37,38.23
-120.37,38.25
-120.27,38.29
-120.27,38.31
-120.19,38.42
-121.91,39.03
-122,38.99
-122.13,39
-121.99,39.15
-122.04,39.22
-122.08,39.25
-122.33,39.1
-122.2,39.15
-122.09,39.13
-122.05,39.34
-122.17,39.31
-122.51,39.3
-122.01,39.21
-122.01,39.21
-122.01,39.21
-121.96,39.3
-121.65,38.03
-121.63,38.03
-121.63,38.04
-121.73,38
-121.72,38
-121.72,37.98
-121.68,37.98
-121.7,37.98
-121.71,37.99
-121.67,37.99
-121.68,37.93
-121.7,37.94
-121.69,37.95
-121.7,37.96
-121.66,37.93
-121.7,37.91
-121.7,37.93
-121.74,37.95
-121.7,37.93
-121.6,37.91
-121.6,37.9
-121.61,37.86
-121.64,37.85
-121.8,38.01
-121.81,38.01
-121.81,38.01
-121.82,38.02
-121.82,38.01
-121.82,38.01
-121.82,38.01
-121.84,38.02
-121.78,38.01
-121.79,38.01
-121.79,38
-121.8,38.01
-121.8,38.01
-121.78,38
-121.77,38.01
-121.81,37.99
-121.81,37.99
-121.82,37.98
-121.82,38.01
-121.82,38
-121.81,38
-121.82,38
-121.85,38
-121.85,38
-121.83,38
-121.83,38
-121.83,37.99
-121.83,37.99
-121.83,37.99
-121.83,38
-121.84,37.99
-121.84,37.99
-121.83,37.99
-121.79,38
-121.79,37.99
-121.79,37.99
-121.8,38
-121.8,37.99
-121.77,37.99
-121.88,38.03
-121.9,38.04
-121.86,38.04
-121.87,38.02
-121.88,38.03
-121.9,38.03
-121.88,38.02
-121.89,38.02
-121.9,38.02
-121.87,38.02
-121.88,38
-121.88,38.01
-121.89,38.01
-121.88,38
-121.86,38
-121.86,38
-121.89,37.99
-121.88,37.99
-121.87,38
-121.87,37.99
-121.89,38.01
-121.9,38.02
-121.9,38.01
-121.92,38.02
-121.89,38.01
-121.9,38.01
-121.9,38
-121.9,38
-121.92,38.01
-121.93,38.01
-121.93,38.02
-121.95,38.03
-121.94,38.03
-121.96,38.02
-121.95,38.02
-121.94,38.02
-121.92,38.03
-121.92,38.02
-121.91,38.02
-121.97,38.04
-121.97,38.03
-121.98,38.05
-122.02,38.02
-122,38.03
-122.14,38.02
-122.14,38.03
-122.13,38.02
-122.13,38.01
-122.14,38.01
-122.13,38.01
-122.13,38
-122.16,38.02
-122.11,38.01
-122.11,38.01
-122.12,38
-122.12,38.01
-122.12,38.01
-122.12,38.01
-122.09,38.02
-122.1,38.02
-122.07,38
-122.09,38
-122.11,38
-122.08,37.99
-122.09,37.99
-122.11,37.99
-122.11,37.99
-122.08,37.97
-122.09,37.97
-122.11,37.98
-122.09,37.98
-122.12,37.99
-122.1,37.97
-122.1,37.96
-122.1,37.96
-122.07,37.99
-122.07,37.98
-122.07,37.97
-122.07,37.96
-122.06,37.96
-122.08,37.96
-122.06,37.95
-122.07,37.95
-122.08,37.95
-122.08,37.95
-122.07,37.96
-122.06,37.96
-122.05,37.95
-122.05,37.94
-122.06,37.94
-122.07,37.94
-122.07,37.94
-122.08,37.93
-122.08,37.94
-122.07,37.94
-122.09,37.95
-122.09,37.94
-122.04,38
-122.04,37.99
-122.04,37.99
-122.05,37.97
-122.06,37.99
-122.06,37.99
-122.05,38
-122.05,38
-122.03,37.98
-122.04,37.97
-122.03,38
-122.03,38.01
-122.04,37.99
-122.03,37.98
-122.02,38
-122.03,37.99
-122.02,37.99
-122.03,37.99
-122.03,37.98
-122.01,37.98
-122.01,37.98
-122,37.98
-122,37.97
-122.01,37.97
-122.02,37.98
-122.02,37.98
-122,37.99
-122,37.98
-121.99,37.98
-121.99,37.97
-122,37.98
-122,37.98
-122.01,37.98
-122.01,37.99
-121.95,37.96
-121.97,37.97
-121.97,37.97
-121.97,37.96
-121.96,37.96
-121.96,37.95
-121.98,37.96
-121.97,37.97
-121.98,37.97
-121.98,37.97
-121.99,37.97
-121.99,37.97
-122,37.96
-122,37.96
-121.96,37.95
-121.97,37.95
-121.98,37.96
-121.99,37.96
-121.99,37.96
-121.98,37.95
-121.98,37.95
-122.01,37.97
-122.02,37.97
-122.03,37.97
-122.04,37.97
-122.03,37.97
-122.04,37.96
-122.04,37.97
-122.04,37.97
-122.04,37.96
-122.05,37.96
-122.04,37.96
-122.04,37.96
-122.05,37.95
-122.05,37.95
-122.01,37.95
-122.02,37.96
-122.03,37.96
-122.03,37.95
-122.02,37.95
-122.03,37.95
-122.02,37.95
-122.02,37.94
-122.01,37.94
-122.02,37.94
-122.01,37.94
-122.01,37.94
-122,37.95
-122.01,37.93
-122.04,37.95
-122.04,37.94
-122.05,37.94
-122.04,37.95
-122.05,37.95
-122.03,37.94
-122.03,37.93
-122.05,37.93
-122.05,37.93
-122.05,37.92
-122.02,37.92
-122.03,37.92
-122.01,37.91
-122.03,37.91
-122.06,37.91
-122.06,37.9
-122.06,37.89
-122.07,37.93
-122.07,37.93
-122.07,37.92
-122.08,37.92
-122.08,37.92
-122.07,37.91
-122.07,37.91
-122.08,37.9
-122.09,37.91
-122.07,37.89
-122.08,37.89
-122.08,37.9
-122.07,37.89
-122.07,37.89
-122.06,37.88
-122.05,37.87
-122.05,37.9
-122.05,37.9
-122.05,37.89
-122.04,37.89
-122.05,37.9
-122.04,37.9
-122.02,37.89
-122.04,37.88
-122.03,37.86
-122.04,37.85
-121.94,37.73
-121.94,37.73
-121.93,37.73
-121.93,37.73
-121.95,37.74
-121.95,37.74
-121.94,37.75
-121.92,37.73
-121.93,37.74
-121.94,37.75
-121.97,37.79
-121.98,37.8
-121.98,37.8
-121.98,37.81
-121.96,37.81
-121.97,37.8
-121.94,37.8
-121.97,37.79
-121.95,37.78
-121.96,37.76
-121.94,37.76
-121.93,37.76
