StartLat,StartLng
37.851349,-122.028984
39.425316,-76.319588
34.077659,-117.998176
47.490089,-122.078926
39.137619,-77.69207
39.780815,-75.183647
32.97004,-117.09205
35.244328,-80.728027
40.129185,-76.216011
38.946178,-76.97805
36.265415,-86.737656
33.932739,-81.07634
37.65409,-77.4356
34.036751,-118.317757
39.831802,-86.035469
37.798553,-122.27478
34.152218,-118.283951
34.976028,-81.026115
45.021084,-93.348824
40.728699,-73.373947
35.420761,-97.52578
34.065228,-117.806824
35.25061,-80.899078
45.508423,-122.778175
39.058296,-84.902603
44.062206,-122.984993
41.737183,-74.063354
33.946869,-86.47052
41.59622,-87.68095
38.66563,-121.350493
33.87915,-117.558823
37.716503,-121.706512
32.90995,-96.896111
30.54438,-91.136971
35.042004,-82.429893
34.155665,-118.445298
38.414288,-122.717484
39.930408,-76.822701
29.706135,-95.423027
38.474407,-121.419067
30.287626,-81.458878
33.882023,-117.546883
40.740528,-111.949379
43.231972,-75.742844
27.964752,-82.432182
34.165328,-118.492362
35.06078,-89.866013
28.427965,-81.228416
34.06914,-117.79786
38.91678,-76.93264
35.3781,-119.00303
34.123806,-118.477158
34.819965,-82.256325
36.14612,-86.69559
33.882282,-117.588033
39.3764,-119.839073
34.17877,-81.32546
30.365026,-81.668648
29.939072,-95.35614
35.206699,-80.846581
33.807049,-117.50724
39.851089,-86.145813
31.759499,-106.487823
42.19628,-87.94566
29.620783,-95.2854
41.706745,-87.652931
40.742072,-73.840446
41.867279,-87.644516
37.68874,-122.13533
33.685974,-117.863945
29.871632,-95.281487
39.726261,-104.986244
45.5699,-122.5509
39.661411,-104.842308
39.692848,-86.173454
34.066757,-117.211472
34.354808,-117.437859
36.160252,-86.782967
37.68108,-122.096687
43.177372,-83.774223
34.50581,-82.964165
43.16624,-77.59062
45.42534,-122.50726
36.124969,-86.776642
34.220779,-81.741112
40.742912,-73.971672
37.334255,-122.032471
34.377548,-118.493523
34.034954,-118.33371
37.576759,-77.47724
32.759377,-117.208099
41.688229,-70.335518
28.510038,-81.280002
41.772434,-88.036674
47.202518,-122.277939
38.663918,-121.225723
38.591099,-121.287445
32.73979,-96.82282
28.093622,-82.74765
41.58445,-93.659668
33.421139,-112.272621
34.09094,-118.25858
34.177784,-81.323433
30.341953,-97.557442
34.047337,-117.993011
43.06078,-83.753128
29.4099,-82.24997
33.66892,-112.07623
29.874214,-82.542351
43.00536,-83.728333
28.02562,-82.530052
38.87476,-84.6283
34.03124,-118.21939
32.998411,-116.961662
41.727634,-72.757538
39.053219,-94.67926
42.21209,-88.14128
47.644978,-122.400955
32.790508,-96.800117
47.553394,-122.32959
38.256828,-122.664742
28.811001,-81.461731
40.682961,-73.805679
33.81439,-118.17633
29.487009,-98.58847
43.002407,-83.733376
40.06813,-75.147697
34.31979,-118.49444
38.201824,-85.688988
42.55145,-71.78387
32.924747,-96.786232
36.285851,-119.796082
30.292034,-97.759872
42.984375,-85.608528
39.910534,-86.266258
35.33237,-80.85244
34.31356,-77.890218
28.533634,-82.511574
33.831638,-118.208717
38.085316,-122.112579
29.438541,-98.468575
34.053619,-118.232298
41.035389,-81.56559
37.140909,-122.131539
42.954765,-76.981552
28.472155,-81.435883
36.065739,-95.92215
41.713988,-87.621806
29.325438,-98.552299
34.024857,-118.42836
35.855095,-78.581078
45.78676,-120.04008
43.125832,-77.703712
36.611103,-121.856552
44.632348,-121.12957
42.20508,-87.89121
40.206249,-75.224731
42.058395,-88.315392
34.587827,-117.261906
34.036079,-118.093018
39.03549,-121.09588
33.873837,-118.285088
33.896824,-84.250354
41.183193,-95.931206
34.16523,-118.474892
41.76739,-72.61942
37.523987,-77.530327
27.269096,-82.449173
37.64897,-76.389938
39.92169,-74.94755
40.773496,-74.155077
34.022024,-117.337086
26.06287,-80.16408
35.511436,-97.550629
28.871731,-81.284233
37.742088,-121.572433
35.754459,-78.612465
41.845825,-88.004234
33.895199,-118.265312
33.58017,-117.6716
44.96605,-93.2478
40.87121,-73.42631
42.433113,-82.922737
34.047022,-118.446575
34.045887,-84.029144
40.726301,-74.096041
40.736816,-73.855919
42.987286,-85.805313
42.494781,-82.918976
39.779148,-86.293732
40.006554,-75.073883
34.041412,-118.064323
38.936625,-121.053541
42.581131,-73.692009
32.875286,-117.229019
33.930462,-117.414246
31.19046,-85.40155
38.643322,-77.287003
37.842594,-122.2976
33.4616,-112.09909
33.338188,-86.677757
29.756491,-95.370384
35.160206,-106.586952
33.887497,-117.551903
30.220793,-81.571335
43.20974,-75.579002
34.85284,-87.042641
30.315369,-81.769287
42.475376,-83.429688
47.589973,-122.307037
41.932224,-88.037849
34.230522,-79.798828
39.802212,-86.083344
39.00511,-77.08173
34.038101,-118.272812
43.006874,-83.710838
43.58345,-121.99657
33.881222,-84.453125
29.398645,-98.38916
45.007465,-93.40081
39.921501,-86.11216
36.155495,-86.788963
44.88155,-120.92396
30.219812,-97.83651
37.419003,-121.961128
43.57614,-71.62482
41.285072,-96.048775
44.954739,-93.0756
41.231976,-96.081467
25.877739,-80.388199
38.522427,-90.412346
41.578987,-95.334801
34.89098,-81.957916
35.20753,-80.82146
34.913952,-82.107651
40.464752,-79.979752
43.04699,-76.23877
45.7174,-123.894173
29.356741,-98.488426
41.262711,-96.234444
29.716999,-95.571793
28.3755,-82.551102
29.969992,-90.109123
33.950462,-80.990288
40.929585,-73.765511
42.263451,-71.566635
48.782722,-122.486313
34.080921,-118.294739
38.88757,-77.024225
33.577339,-81.750587
35.233418,-80.895615
30.19138,-92.061028
34.1711,-118.57376
39.037151,-77.50013
34.082233,-118.598595
42.188751,-121.770325
33.942707,-117.278999
33.05036,-96.82992
41.266911,-96.023857
40.63806,-74.88422
33.209896,-117.387093
34.321335,-118.479195
39.323437,-77.357155
33.7482,-117.84325
32.76918,-96.822845
39.912575,-74.982864
39.816231,-86.270149
41.128204,-95.896469
32.920528,-96.750076
33.439095,-82.024246
33.918877,-81.597069
32.23573,-110.858
33.791569,-84.391983
39.740711,-84.184151
32.795097,-96.81076
30.233734,-97.741081
32.654041,-96.877686
35.348679,-97.586357
33.89185,-84.259369
35.333252,-120.742767
42.97242,-85.924377
38.61778,-90.19109
38.719933,-121.295509
38.945377,-76.858414
36.90318,-76.247561
39.947109,-83.054611
39.936611,-86.343689
41.105389,-81.487808
35.461617,-97.629211
33.701347,-84.116447
33.813431,-118.167686
35.189518,-80.772514
28.546736,-81.557526
39.678078,-104.93354
33.93463,-84.494
34.824486,-82.292053
38.33874,-85.81294
28.823254,-81.787193
42.403706,-82.964203
39.975224,-75.194405
34.211869,-118.228484
39.760975,-84.169914
41.81917,-71.41848
33.701244,-79.015404
41.858982,-88.091972
41.001377,-74.17543
41.821419,-88.061707
32.276653,-90.041191
34.221867,-79.775482
47.67427,-117.231636
44.782223,-93.288376
34.502048,-82.683823
34.05165,-118.21391
33.71134,-84.21434
46.900987,-112.123099
42.35968,-87.855736
30.46374,-90.92098
42.4276,-123.237755
33.876926,-118.15123
35.511284,-97.610062
35.204472,-89.764153
38.56179,-121.64726
33.878391,-117.657677
37.445583,-77.4786
29.712788,-95.624107
39.930801,-82.857796
47.657009,-117.282883
32.681484,-97.320305
29.556162,-95.716927
29.448486,-98.426186
34.067799,-80.922157
37.143716,-121.984761
32.568096,-117.049004
41.848305,-71.411201
41.755253,-87.919502
38.232773,-85.627937
27.298769,-82.489281
34.210911,-81.002457
34.066713,-117.449658
34.06446,-118.00388
33.931304,-118.387505
39.157328,-77.205223
47.42378,-122.28294
33.41286,-111.89151
32.41209,-90.148254
41.809891,-88.074875
32.907627,-96.898117
30.341261,-97.778923
29.688339,-95.578667
33.690353,-117.921944
41.750454,-88.040794
34.264446,-119.243332
36.764229,-119.934113
30.67284,-91.190498
34.095928,-117.925423
42.0903,-83.24166
34.42181,-119.664
33.875198,-118.063675
33.87987,-117.65542
30.36993,-91.010582
30.467196,-86.613861
30.38349,-97.724098
35.843105,-78.68045
33.632645,-96.615318
32.792454,-96.813835
41.05513,-73.810417
37.55947,-122.30193
30.656967,-85.03788
40.12206,-75.07866
34.221706,-118.409081
40.242783,-75.437935
36.151287,-86.625282
41.746735,-87.845032
32.970673,-80.011803
34.806705,-82.422157
34.411865,-119.857063
40.20004,-74.65976
42.701317,-73.848732
34.168119,-118.588152
30.290751,-81.630005
42.25542,-88.15148
40.90483,-74.09952
35.271496,-80.783081
40.696743,-111.952583
33.978954,-81.028107
34.221371,-118.473106
47.627911,-122.289589
30.315437,-81.751884
43.129662,-77.525421
34.707001,-79.960808
45.157536,-89.147583
33.03392,-80.199448
30.257114,-81.437042
40.006626,-75.21962
29.8321,-95.553268
35.497906,-80.564156
35.124134,-120.59211
41.227249,-95.960281
40.071514,-75.307045
33.951256,-80.497673
26.617235,-81.675713
33.964294,-117.325409
33.7022,-84.08848
36.15361,-86.84664
47.977989,-122.145416
45.288795,-93.003105
37.419003,-121.961128
29.688721,-95.300789
33.489471,-117.1437
42.148244,-83.382291
34.030121,-118.442238
38.839413,-104.700912
38.871719,-77.045296
35.623642,-97.549545
35.846558,-78.522675
30.258093,-82.749649
34.872032,-82.224571
38.769787,-90.221519
34.22535,-118.4111
32.70911,-96.830132
34.267757,-118.636475
39.802,-75.45062
27.43109,-82.58775
32.817493,-96.639076
42.995682,-85.676323
40.762375,-73.757179
37.70262,-122.11262
42.179081,-88.077919
40.133278,-75.448059
32.79187,-96.7293
29.685095,-95.277161
33.848846,-84.430992
26.009466,-80.23571
47.44532,-122.21662
28.359818,-80.797256
37.61628,-122.07335
35.88548,-78.84295
36.96122,-81.065002
28.708096,-81.859436
35.577332,-97.688126
27.89999,-82.63899
35.482437,-97.525536
28.498085,-81.535866
33.70345,-84.16691
35.305767,-80.749763
39.867367,-75.101967
34.99342,-82.334457
35.20167,-80.76059
33.949665,-118.091896
41.995316,-88.144791
37.42524,-122.098
30.1215,-93.762749
33.941364,-118.096634
35.485435,-97.474815
34.031696,-118.417809
41.512581,-74.069565
41.769447,-72.668579
35.086959,-80.837572
30.435856,-90.233025
34.054417,-118.253441
28.566866,-81.207664
35.17208,-89.81473
41.940468,-87.710663
35.793594,-78.68454
43.1945,-89.2935
29.79538,-95.16299
32.720894,-97.080322
35.129322,-81.549278
32.66446,-97.33178
39.94883,-75.14161
33.848766,-117.875793
42.42379,-122.8069
35.251339,-80.88681
36.680931,-121.805855
34.267014,-118.443588
33.813431,-118.167686
43.13786,-118.28083
34.436269,-119.710297
37.984692,-87.556602
38.099985,-122.229644
30.42922,-97.72229
26.60589,-81.67922
33.462315,-112.23819
41.954678,-87.6446
33.787064,-84.391464
40.76524,-111.95321
39.62413,-105.11009
37.127542,-79.751438
41.814159,-71.40641
35.178001,-80.879662
34.155727,-118.431236
35.29725,-81.01252
34.00375,-118.282738
40.86567,-74.01756
40.000401,-104.981041
30.803101,-88.103668
35.831276,-83.423691
42.90309,-78.846117
33.76646,-84.496094
33.988663,-118.399994
38.465649,-121.502922
36.871727,-76.28334
40.733763,-74.122693
43.058147,-76.153717
33.852749,-86.875351
41.696339,-93.621109
38.50995,-121.459602
34.631184,-86.879967
37.33585,-122.058739
38.4403,-90.193031
30.31438,-81.65763
40.139305,-74.716476
35.440731,-80.768028
34.136555,-117.486107
33.558701,-80.824287
37.788086,-122.198776
32.749344,-96.70063
38.457584,-120.927307
42.031704,-88.273506
40.171314,-75.301865
39.98135,-83.11921
43.24246,-76.14084
30.530769,-91.142052
41.931461,-88.032097
35.900959,-78.652222
34.831409,-82.299263
33.996852,-118.074009
40.142151,-82.97113
42.190289,-88.106437
38.02898,-122.257813
45.79163,-122.547478
36.126892,-86.728333
33.9561,-118.10945
35.412229,-119.052877
42.7526,-122.4968
42.018589,-88.313942
28.514721,-81.389923
40.82368,-73.87745
37.82698,-122.28592
41.285389,-72.83876
47.236183,-122.437737
34.798573,-82.372467
40.110996,-77.040482
38.412417,-121.390158
33.54527,-83.21174
28.550955,-81.376831
35.17454,-80.62931
37.842594,-122.2976
32.983166,-96.909912
27.95707,-82.77523
39.763718,-86.336784
35.250278,-80.762009
38.534077,-118.626526
27.193361,-82.114731
35.241394,-80.850349
33.385921,-111.874786
38.765125,-112.555161
34.068878,-117.839455
42.915009,-87.935616
42.03812,-87.803734
42.28329,-84.85939
39.03894,-84.557114
35.059368,-85.131248
39.974434,-76.764954
36.17513,-115.17981
33.734341,-84.213799
29.725273,-95.427788
36.960892,-81.064201
39.955505,-82.983559
41.370598,-96.420853
34.221378,-118.472694
38.16925,-85.589996
33.798382,-112.118179
32.34687,-86.09498
40.541271,-74.308556
27.820164,-82.685638
28.12018,-82.546089
48.05186,-122.182581
39.780113,-104.949715
43.727776,-120.356206
37.474221,-122.207684
40.089439,-83.036194
34.006196,-118.061729
38.236862,-122.099663
44.63999,-93.29685
27.956247,-82.485008
35.339119,-80.856758
34.067173,-117.427895
38.770409,-90.338737
33.019695,-96.709373
32.279194,-110.972176
42.664047,-71.194122
34.238937,-81.46032
37.96487,-122.51405
25.921906,-80.17186
40.101173,-75.418571
35.023281,-81.949989
39.245651,-123.126137
33.926991,-81.290062
28.507759,-82.195282
33.85616,-117.998703
28.085159,-82.578934
33.494961,-112.168907
45.3119,-93.558655
29.731808,-95.489822
34.226562,-117.309545
35.214241,-80.878891
40.740688,-74.177399
34.0287,-118.00293
33.441685,-86.730507
37.468121,-77.42849
30.134809,-92.106544
32.9227,-97.07333
47.23473,-122.48707
36.19315,-121.144371
29.70405,-95.56749
45.095398,-93.188072
29.691648,-95.440094
28.194075,-82.383972
35.06078,-89.86601
33.451248,-111.890312
32.654041,-96.877686
34.13483,-117.618736
26.394529,-80.092979
42.66074,-71.19261
36.141968,-86.674355
33.5663,-112.2551
42.209671,-87.992332
42.00539,-88.14473
32.221027,-110.840973
33.877323,-118.135239
32.99865,-80.093887
34.645809,-118.041061
29.608616,-95.484352
45.14553,-122.88655
29.429554,-98.480911
26.118002,-80.329872
39.968746,-83.046303
39.536205,-104.868324
30.257063,-97.61187
34.04405,-118.69253
40.136402,-75.305054
37.492415,-120.776071
34.63451,-82.372063
30.421938,-97.845016
34.466686,-118.329811
35.505558,-108.830963
42.969986,-85.639755
35.23988,-80.885826
29.737572,-95.505066
35.488014,-97.552177
38.07648,-122.23208
42.494584,-83.38927
25.781733,-80.320648
32.898563,-96.769188
42.87683,-78.87056
35.216098,-80.856255
33.95698,-84.51651
39.725632,-104.983597
42.47503,-114.107509
36.707474,-119.664055
33.817508,-118.189208
33.774269,-84.551407
28.64687,-81.50481
32.250622,-110.898376
37.720114,-121.937379
37.49617,-119.97332
32.801975,-86.580399
41.072392,-81.490639
33.66739,-84.34015
32.675957,-97.032135
35.15443,-80.794968
28.23229,-81.649643
41.28773,-72.60774
33.74174,-84.4204
30.248478,-81.593567
36.088703,-95.840553
42.418644,-123.013725
41.87188,-87.961517
40.815311,-72.816666
34.030392,-118.440414
33.940899,-117.261185
38.076405,-122.231857
40.75632,-74.20117
32.836914,-96.914864
33.997242,-81.046486
36.159142,-86.792046
37.934242,-122.325844
39.098858,-76.810036
34.004463,-118.063858
33.88001,-117.60802
41.19039,-96.23427
41.949158,-85.649891
37.506355,-122.357986
30.440191,-91.208458
40.094692,-75.362854
40.298279,-75.283768
33.82012,-118.20704
33.957918,-118.291612
43.137074,-77.65097
33.473949,-82.128654
33.467918,-117.670219
38.980891,-76.989397
44.777901,-92.864113
39.515049,-121.493187
47.845688,-122.241287
29.87097,-95.351883
43.239323,-77.646835
30.31378,-81.77182
41.427488,-73.803072
39.930254,-75.585685
47.068401,-122.712448
37.748409,-122.407852
32.669407,-96.925674
25.87222,-80.33906
39.125568,-121.575706
36.55629,-121.911224
34.071938,-118.266922
27.12741,-80.327819
34.148075,-118.469818
39.6395,-84.231361
40.148888,-102.889183
35.868168,-78.620834
34.034515,-78.835014
30.460119,-81.649773
33.775103,-118.042251
33.87932,-118.28524
25.941012,-80.245249
37.335888,-121.84819
32.909576,-96.856087
44.401504,-121.19876
35.632809,-97.513817
29.440647,-98.494194
37.540051,-77.441582
35.237118,-119.014992
34.149131,-118.469156
34.07377,-83.92136
43.73253,-70.30216
45.040981,-93.262932
28.55253,-81.38238
44.972649,-93.294647
38.472412,-121.500549
33.450119,-112.781517
30.438108,-91.024231
41.215378,-96.043083
25.812416,-80.207138
43.182053,-77.625122
38.922157,-121.997818
43.325573,-78.574936
37.589405,-77.469505
36.988354,-122.003265
35.459911,-97.601395
35.034939,-80.856461
43.197823,-77.499702
39.277531,-76.821892
32.595974,-80.91188
36.764436,-119.898207
28.61006,-81.285515
39.978664,-76.681656
44.97759,-93.20408
42.282452,-71.092049
42.54772,-73.67125
35.780731,-78.675529
41.219711,-95.979843
34.02078,-117.8147
35.609039,-97.54792
36.085979,-86.700043
39.39031,-76.54372
37.905243,-122.069406
40.756414,-80.319431
36.183609,-86.610703
40.541058,-74.308067
42.15366,-88.02053
40.987644,-73.669991
37.80792,-121.29678
33.96838,-117.849174
31.781967,-106.407211
26.08234,-80.172348
41.786732,-72.655479
47.726646,-122.312653
41.591862,-93.67263
37.546719,-122.022758
32.90797,-96.61911
28.336569,-81.541504
36.120708,-86.807961
46.138852,-123.93138
33.865009,-86.654823
41.24493,-95.990547
25.774773,-80.141098
41.817329,-71.448372
40.813587,-73.93119
34.267383,-119.232017
29.864388,-95.486984
39.270954,-84.350945
39.721199,-75.662987
29.731581,-95.466652
32.777592,-96.765137
33.945474,-118.300251
35.10036,-80.7789
30.248207,-81.762856
33.850735,-117.814275
42.054181,-70.724684
40.702342,-111.79507
27.957258,-82.45694
43.177372,-83.774223
41.208935,-73.735893
34.817497,-82.416176
33.951584,-84.51651
40.27457,-74.83064
34.05444,-118.00435
35.10424,-80.88765
37.38829,-79.239693
40.36313,-111.56036
40.213951,-76.158257
40.654812,-111.901863
40.268909,-77.043968
33.966225,-80.998528
30.27774,-97.735367
35.272919,-80.836464
27.720812,-82.739868
33.853737,-117.914749
34.05201,-118.25982
34.105831,-117.532509
33.895386,-80.448753
39.025112,-77.391731
39.110931,-77.18782
40.03569,-76.255714
33.831833,-84.426376
41.23726,-75.84163
32.687702,-97.466133
43.05992,-76.20061
38.30648,-122.488953
34.03239,-118.0258
30.458786,-91.058258
30.3463,-81.661232
44.35937,-121.17858
33.186684,-97.108055
28.033861,-82.455009
25.964199,-80.165855
45.448753,-122.643707
32.688114,-117.155014
31.757538,-106.36142
35.71835,-78.63866
36.076092,-86.687424
32.83955,-97.324509
34.03031,-117.651041
43.036598,-87.984558
35.212465,-119.166664
25.67079,-80.41449
39.0791,-85.71706
39.444454,-77.501099
44.629481,-123.042409
37.777473,-122.236794
26.16696,-80.126106
33.916458,-118.370323
34.029205,-118.012451
32.327843,-111.218124
38.281887,-122.300468
40.133751,-75.205513
28.385902,-81.506111
40.94942,-73.74719
43.085255,-76.329178
40.89562,-74.132972
35.116295,-81.07428
41.8509,-87.64492
44.523228,-89.550034
25.781733,-80.320648
45.00213,-122.99846
41.975651,-87.772232
44.982304,-93.243591
28.15438,-81.44052
35.203495,-80.747398
33.469364,-81.954964
40.734058,-73.86451
34.067407,-117.532424
30.257063,-97.61187
34.05323,-81.15715
37.78096,-122.17324
38.140221,-122.219498
34.571026,-118.389897
38.958214,-85.843483
39.70243,-86.11232
29.658403,-95.355522
40.228893,-75.236816
30.4809,-84.36857
41.866653,-87.68605
42.9664,-85.67016
41.906471,-87.919655
44.054089,-116.983109
47.657326,-117.282906
34.010056,-117.823219
30.260139,-97.907257
30.28454,-97.766121
29.172907,-81.084464
26.136635,-80.16922
40.70587,-73.8181
30.198587,-97.764175
30.49456,-91.107529
34.145512,-81.237755
40.311829,-111.725845
28.45139,-81.2997
34.034136,-118.350206
40.63997,-74.29014
47.834503,-122.303543
41.821823,-71.41642
29.772926,-95.326347
44.253716,-94.02758
